Customer_ID,Age,Income,Employment_Type,Credit_Score,DTI,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Region,Branch,Previous_Defaults,Late_Payments,Outstanding_Amount,Days_Past_Due,Loan_Status,Application_Date,Payment_Date,Age_Group,Income_Band,Credit_Score_Band,DTI_Band,Is_Delinquent,Is_Default,Loan_to_Income_Ratio,Outstanding_Pct,EMI_Estimate,Application_Year,Application_Month,Is_Overdue_30plus,Is_Overdue_90plus,Risk_Points,Risk_Segment
121176,43,51000.0,Salaried,638,65.0,Education Loan,561000.0,16.33,240,West,Pune,0,2,410900.0,0,Active,2021-07-09,2023-05-01,36-45,<3L,Fair (580-669),Very High (>50%),0,0,11.0,73.2,7944.0,2021,2021-07,0,0,5,Medium Risk
113086,35,39500.0,Unemployed,702,17.0,Auto Loan,548000.0,7.78,60,East,Bhubaneswar,2,0,249100.0,0,Active,2024-04-30,2024-12-31,26-35,<3L,Good (670-739),Low (<20%),0,0,13.87,45.5,11054.0,2024,2024-04,0,0,4,Medium Risk
111407,31,49400.0,Self-Employed,648,68.3,Credit Card,152000.0,8.24,180,North,Delhi,0,2,130400.0,77,Delinquent,2021-06-22,2023-01-10,26-35,<3L,Fair (580-669),Very High (>50%),1,0,3.08,85.8,1474.0,2021,2021-06,1,0,5,Medium Risk
100287,38,38800.0,Unemployed,748,31.3,Credit Card,181000.0,14.6,240,Central,Raipur,0,1,144400.0,0,Active,2021-01-14,2022-08-05,36-45,<3L,Very Good (740-799),Moderate (20-36%),0,0,4.66,79.8,2330.0,2021,2021-01,0,0,1,Low Risk
110029,20,38900.0,Salaried,656,46.8,Education Loan,799000.0,8.54,240,East,Bhubaneswar,0,3,0.0,0,Closed,2022-09-27,2023-11-16,18-25,<3L,Fair (580-669),High (36-50%),0,0,20.54,0.0,6954.0,2022,2022-09,0,0,5,Medium Risk
101758,51,32100.0,Salaried,708,52.0,Credit Card,190000.0,6.94,180,North,Delhi,0,2,120400.0,0,Active,2024-04-15,2025-12-01,46-55,<3L,Good (670-739),Very High (>50%),0,0,5.92,63.4,1701.0,2024,2024-04,0,0,4,Medium Risk
114571,37,100800.0,Salaried,797,50.2,Auto Loan,1330000.0,13.69,240,Central,Raipur,2,1,0.0,0,Closed,2021-06-07,2023-01-20,36-45,<3L,Very Good (740-799),Very High (>50%),0,0,13.19,0.0,16240.0,2021,2021-06,0,0,6,High Risk
119373,47,205000.0,Salaried,664,51.7,Personal Loan,207000.0,12.92,48,East,Bhubaneswar,0,0,144700.0,0,Active,2023-03-12,2024-10-22,46-55,<3L,Fair (580-669),Very High (>50%),0,0,1.01,69.9,5545.0,2023,2023-03,0,0,5,Medium Risk
103891,48,179900.0,Salaried,732,16.9,Personal Loan,416000.0,16.62,120,North,Chandigarh,1,3,0.0,0,Closed,2021-03-06,2022-11-15,46-55,<3L,Good (670-739),Low (<20%),0,0,2.31,0.0,7130.0,2021,2021-03,0,0,4,Medium Risk
103926,36,24500.0,Unemployed,702,46.6,Education Loan,884000.0,13.81,120,South,Chennai,1,1,0.0,0,Closed,2021-05-02,2022-01-09,36-45,<3L,Good (670-739),High (36-50%),0,0,36.08,0.0,13625.0,2021,2021-05,0,0,5,Medium Risk
111849,18,54350.0,Retired,554,33.3,Credit Card,235000.0,8.18,48,East,Bhubaneswar,1,2,162500.0,0,Active,2023-12-29,2024-05-12,18-25,<3L,Poor (300-579),Moderate (20-36%),0,0,4.32,69.1,5757.0,2023,2023-12,0,0,6,High Risk
113562,42,54450.0,Salaried,651,1.2,Education Loan,1197000.0,12.77,240,West,Mumbai,0,1,882900.0,80,Delinquent,2022-02-03,2023-05-28,36-45,<3L,Fair (580-669),Low (<20%),1,0,21.98,73.8,13828.0,2022,2022-02,1,0,2,Low Risk
117500,45,55000.0,Business Owner,604,25.6,Auto Loan,847000.0,6.93,48,North,Delhi,0,2,592700.0,0,Active,2023-05-01,2024-07-10,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,15.4,70.0,20255.0,2023,2023-05,0,0,3,Medium Risk
114308,37,96600.0,Salaried,592,25.9,Auto Loan,969000.0,15.24,84,Central,Bhopal,1,0,786800.0,0,Active,2023-05-28,2024-03-15,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,10.03,81.2,18829.0,2023,2023-05,0,0,5,Medium Risk
120213,37,45300.0,Retired,555,70.5,Credit Card,124000.0,7.22,24,West,Pune,0,1,108100.0,6,Delinquent,2021-01-07,2022-04-07,36-45,<3L,Poor (300-579),Very High (>50%),1,0,2.74,87.2,5564.0,2021,2021-01,0,0,6,High Risk
118539,46,52100.0,Salaried,844,26.5,Auto Loan,914000.0,10.34,120,South,Chennai,0,1,0.0,0,Closed,2022-05-10,2022-09-17,46-55,<3L,Excellent (800-900),Moderate (20-36%),0,0,17.54,0.0,12251.0,2022,2022-05,0,0,1,Low Risk
106667,25,86700.0,Business Owner,738,22.9,Auto Loan,863000.0,11.19,12,South,Chennai,0,0,87200.0,0,Active,2021-05-04,2021-12-02,18-25,<3L,Good (670-739),Moderate (20-36%),0,0,9.95,10.1,76350.0,2021,2021-05,0,0,2,Low Risk
106056,58,36500.0,Business Owner,668,35.6,Auto Loan,929000.0,6.73,60,South,Bengaluru,0,0,0.0,0,Closed,2021-12-08,2022-04-21,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,25.45,0.0,18277.0,2021,2021-12,0,0,3,Medium Risk
121076,55,205000.0,Self-Employed,684,53.6,Personal Loan,322000.0,17.78,60,East,Bhubaneswar,0,1,156300.0,15,Delinquent,2022-04-18,2022-07-12,46-55,<3L,Good (670-739),Very High (>50%),1,0,1.57,48.5,8138.0,2022,2022-04,0,0,4,Medium Risk
104108,56,142600.0,Self-Employed,641,35.7,Personal Loan,378000.0,6.59,180,Central,Raipur,0,1,68300.0,0,Active,2024-03-04,2025-12-19,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,2.65,18.1,3312.0,2024,2024-03,0,0,3,Medium Risk
113484,44,53300.0,Self-Employed,604,19.7,Personal Loan,562000.0,16.29,180,North,Delhi,0,4,231600.0,0,Active,2024-10-26,2025-10-07,36-45,<3L,Fair (580-669),Low (<20%),0,0,10.54,41.2,8368.0,2024,2024-10,0,0,3,Medium Risk
115677,36,51300.0,Self-Employed,698,9.4,Credit Card,111000.0,10.46,24,Central,Raipur,0,3,35400.0,0,Active,2021-11-09,2023-01-15,36-45,<3L,Good (670-739),Low (<20%),0,0,2.16,31.9,5146.0,2021,2021-11,0,0,2,Low Risk
108967,36,17600.0,Self-Employed,526,27.5,Personal Loan,364000.0,9.07,24,East,Kolkata,0,1,333100.0,193,Default,2023-06-21,2023-10-24,36-45,<3L,Poor (300-579),Moderate (20-36%),1,1,20.68,91.5,16641.0,2023,2023-06,1,1,4,Medium Risk
114685,31,36400.0,Business Owner,522,30.8,Auto Loan,1185000.0,11.98,180,North,Delhi,0,3,1004500.0,0,Active,2023-06-16,2025-02-13,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,32.55,84.8,14207.0,2023,2023-06,0,0,5,Medium Risk
118737,44,27300.0,Salaried,586,38.7,Credit Card,68000.0,9.81,48,West,Ahmedabad,2,1,42200.0,7,Delinquent,2022-05-15,2023-05-16,36-45,<3L,Fair (580-669),High (36-50%),1,0,2.49,62.1,1718.0,2022,2022-05,0,0,7,High Risk
107817,33,61300.0,Retired,711,48.0,Home Loan,3269000.0,11.61,240,West,Pune,0,0,2053800.0,0,Active,2023-07-23,2024-07-28,26-35,<3L,Good (670-739),High (36-50%),0,0,53.33,62.8,35110.0,2023,2023-07,0,0,3,Medium Risk
115153,25,46200.0,Salaried,703,51.1,Home Loan,3788000.0,9.31,48,Central,Nagpur,0,1,1259100.0,0,Active,2023-11-20,2025-03-13,18-25,<3L,Good (670-739),Very High (>50%),0,0,81.99,33.2,94823.0,2023,2023-11,0,0,4,Medium Risk
108577,40,25600.0,Salaried,753,31.9,Personal Loan,528000.0,13.87,120,North,Lucknow,0,1,461700.0,0,Active,2024-01-14,2024-02-26,36-45,<3L,Very Good (740-799),Moderate (20-36%),0,0,20.62,87.4,8157.0,2024,2024-01,0,0,1,Low Risk
106178,25,79200.0,Salaried,753,28.5,Credit Card,217000.0,13.36,180,Central,Bhopal,2,3,133900.0,0,Active,2023-09-19,2025-08-18,18-25,<3L,Very Good (740-799),Moderate (20-36%),0,0,2.74,61.7,2797.0,2023,2023-09,0,0,5,Medium Risk
106927,40,58300.0,Business Owner,651,38.9,Auto Loan,1211000.0,16.0,12,South,Bengaluru,0,0,0.0,0,Closed,2021-02-27,2021-07-06,36-45,<3L,Fair (580-669),High (36-50%),0,0,20.77,0.0,109875.0,2021,2021-02,0,0,4,Medium Risk
115713,42,21700.0,Salaried,666,31.4,Business Loan,1098000.0,10.28,240,North,Delhi,0,0,152300.0,0,Active,2024-11-08,2026-10-23,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,50.6,13.9,10800.0,2024,2024-11,0,0,3,Medium Risk
106218,26,184600.0,Business Owner,608,22.4,Credit Card,172000.0,6.0,120,East,Kolkata,0,0,148300.0,0,Active,2023-10-19,2025-04-12,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,0.93,86.2,1910.0,2023,2023-10,0,0,3,Medium Risk
106619,23,83400.0,Business Owner,617,46.2,Auto Loan,722000.0,13.68,12,West,Ahmedabad,1,1,375300.0,31,Default,2022-10-08,2024-08-31,18-25,<3L,Fair (580-669),High (36-50%),1,1,8.66,52.0,64718.0,2022,2022-10,1,0,6,High Risk
106452,52,48800.0,Business Owner,583,60.7,Auto Loan,1133000.0,8.42,48,North,Lucknow,0,0,985900.0,37,Delinquent,2024-05-04,2025-12-17,46-55,<3L,Fair (580-669),Very High (>50%),1,0,23.22,87.0,27884.0,2024,2024-05,1,0,5,Medium Risk
116314,41,39500.0,Salaried,714,39.7,Home Loan,4446000.0,13.58,180,West,Ahmedabad,0,0,1375500.0,45,Delinquent,2024-09-20,2025-02-02,36-45,<3L,Good (670-739),High (36-50%),1,0,112.56,30.9,57960.0,2024,2024-09,1,0,3,Medium Risk
108221,20,58700.0,Self-Employed,613,20.8,Home Loan,3902000.0,8.5,120,Central,Bhopal,1,4,803500.0,0,Active,2023-02-11,2025-01-20,18-25,<3L,Fair (580-669),Moderate (20-36%),0,0,66.47,20.6,48379.0,2023,2023-02,0,0,6,High Risk
104323,55,39300.0,Salaried,614,17.7,Personal Loan,381000.0,9.26,24,South,Chennai,1,1,269600.0,0,Active,2023-03-13,2024-02-05,46-55,<3L,Fair (580-669),Low (<20%),0,0,9.69,70.8,17451.0,2023,2023-03,0,0,4,Medium Risk
110657,57,31600.0,Salaried,616,41.0,Personal Loan,372000.0,8.9,12,Central,Nagpur,0,3,336100.0,5,Delinquent,2021-01-30,2022-07-19,56-65,<3L,Fair (580-669),High (36-50%),1,0,11.77,90.3,32515.0,2021,2021-01,0,0,5,Medium Risk
107579,33,57200.0,Salaried,795,29.0,Personal Loan,540000.0,12.65,120,South,Chennai,0,1,0.0,0,Closed,2023-06-06,2024-11-21,26-35,<3L,Very Good (740-799),Moderate (20-36%),0,0,9.44,0.0,7952.0,2023,2023-06,0,0,1,Low Risk
109659,56,84300.0,Self-Employed,651,16.2,Home Loan,2987000.0,10.58,12,East,Bhubaneswar,1,3,1769000.0,0,Active,2024-09-08,2025-06-29,56-65,<3L,Fair (580-669),Low (<20%),0,0,35.43,59.2,263411.0,2024,2024-09,0,0,5,Medium Risk
117771,62,38100.0,Unemployed,625,63.9,Auto Loan,1185000.0,9.12,24,South,Bengaluru,0,1,405500.0,0,Active,2023-10-16,2023-11-18,56-65,<3L,Fair (580-669),Very High (>50%),0,0,31.1,34.2,54202.0,2023,2023-10,0,0,5,Medium Risk
117621,31,15000.0,Retired,798,14.6,Business Loan,897000.0,6.0,48,North,Lucknow,0,2,0.0,0,Closed,2022-08-05,2024-04-05,26-35,<3L,Very Good (740-799),Low (<20%),0,0,59.8,0.0,21066.0,2022,2022-08,0,0,0,Low Risk
109074,58,26800.0,Salaried,722,20.2,Home Loan,4329000.0,12.21,120,South,Chennai,2,0,3139200.0,0,Active,2022-04-23,2023-04-07,56-65,<3L,Good (670-739),Moderate (20-36%),0,0,161.53,72.5,62635.0,2022,2022-04,0,0,5,Medium Risk
103884,29,37300.0,Salaried,562,50.5,Credit Card,63000.0,14.23,36,North,Delhi,0,2,36900.0,22,Delinquent,2024-11-14,2026-07-10,26-35,<3L,Poor (300-579),Very High (>50%),1,0,1.69,58.6,2160.0,2024,2024-11,0,0,6,High Risk
114004,50,125300.0,Retired,411,44.4,Personal Loan,345000.0,15.33,84,North,Chandigarh,0,1,130700.0,0,Active,2023-06-25,2024-02-03,46-55,<3L,Poor (300-579),High (36-50%),0,0,2.75,37.9,6721.0,2023,2023-06,0,0,5,Medium Risk
116867,69,51900.0,Retired,581,13.7,Home Loan,4446000.0,11.73,180,North,Chandigarh,2,4,1190500.0,20,Delinquent,2024-03-30,2025-11-07,65+,<3L,Fair (580-669),Low (<20%),1,0,85.66,26.8,52590.0,2024,2024-03,0,0,6,High Risk
100373,57,33900.0,Salaried,612,25.7,Auto Loan,564000.0,14.04,48,Central,Nagpur,0,1,256200.0,0,Active,2024-04-14,2025-06-28,56-65,<3L,Fair (580-669),Moderate (20-36%),0,0,16.64,45.4,15423.0,2024,2024-04,0,0,3,Medium Risk
100901,44,109500.0,Salaried,591,46.6,Personal Loan,464000.0,13.06,84,East,Kolkata,0,0,192300.0,0,Active,2022-01-11,2022-05-12,36-45,<3L,Fair (580-669),High (36-50%),0,0,4.24,41.4,8456.0,2022,2022-01,0,0,4,Medium Risk
118315,47,112100.0,Unemployed,598,37.5,Credit Card,98000.0,11.51,36,East,Patna,1,1,63100.0,0,Active,2022-11-03,2024-01-04,46-55,<3L,Fair (580-669),High (36-50%),0,0,0.87,64.4,3232.0,2022,2022-11,0,0,6,High Risk
108844,37,58800.0,Salaried,691,47.6,Education Loan,1471000.0,11.55,48,Central,Bhopal,0,3,0.0,0,Closed,2022-02-10,2023-04-03,36-45,<3L,Good (670-739),High (36-50%),0,0,25.02,0.0,38413.0,2022,2022-02,0,0,4,Medium Risk
117027,37,30700.0,Self-Employed,642,47.6,Personal Loan,385000.0,11.49,180,East,Kolkata,0,1,91300.0,0,Active,2023-02-16,2023-10-09,36-45,<3L,Fair (580-669),High (36-50%),0,0,12.54,23.7,4495.0,2023,2023-02,0,0,4,Medium Risk
119202,46,48500.0,Salaried,622,32.2,Home Loan,2235000.0,17.94,240,West,Ahmedabad,0,2,371300.0,0,Active,2024-09-15,2024-10-28,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,46.08,16.6,34390.0,2024,2024-09,0,0,3,Medium Risk
112216,35,34100.0,Salaried,685,14.7,Business Loan,1604000.0,11.6,240,South,Hyderabad,0,2,643400.0,0,Active,2021-07-29,2022-05-06,26-35,<3L,Good (670-739),Low (<20%),0,0,47.04,40.1,17216.0,2021,2021-07,0,0,1,Low Risk
113508,38,24200.0,Salaried,581,59.3,Home Loan,2900000.0,7.05,24,West,Ahmedabad,0,0,1025700.0,22,Delinquent,2024-05-26,2025-09-19,36-45,<3L,Fair (580-669),Very High (>50%),1,0,119.83,35.4,129906.0,2024,2024-05,0,0,5,Medium Risk
116692,43,54450.0,Salaried,445,19.9,Credit Card,201000.0,13.49,240,North,Lucknow,1,0,188100.0,0,Active,2023-02-12,2024-04-07,36-45,<3L,Poor (300-579),Low (<20%),0,0,3.69,93.6,2425.0,2023,2023-02,0,0,5,Medium Risk
111479,25,132200.0,Salaried,697,8.3,Home Loan,3222000.0,12.65,36,East,Patna,0,1,0.0,0,Closed,2021-07-16,2022-10-13,18-25,<3L,Good (670-739),Low (<20%),0,0,24.37,0.0,108020.0,2021,2021-07,0,0,1,Low Risk
108201,18,63400.0,Business Owner,600,13.7,Home Loan,2183000.0,12.48,120,East,Kolkata,1,3,0.0,0,Closed,2022-03-19,2022-08-31,18-25,<3L,Fair (580-669),Low (<20%),0,0,34.43,0.0,31928.0,2022,2022-03,0,0,5,Medium Risk
107510,34,46800.0,Self-Employed,557,38.4,Auto Loan,1000000.0,16.67,48,East,Bhubaneswar,0,1,524300.0,0,Active,2022-10-13,2023-05-10,26-35,<3L,Poor (300-579),High (36-50%),0,0,21.37,52.4,28685.0,2022,2022-10,0,0,5,Medium Risk
110225,55,36700.0,Salaried,847,30.5,Home Loan,3704000.0,15.87,12,North,Delhi,0,1,2087100.0,0,Active,2024-09-13,2026-01-24,46-55,<3L,Excellent (800-900),Moderate (20-36%),0,0,100.93,56.3,335839.0,2024,2024-09,0,0,1,Low Risk
107296,35,33400.0,Salaried,658,41.2,Education Loan,1536000.0,13.88,120,West,Pune,0,1,339600.0,0,Active,2022-03-25,2022-09-15,26-35,<3L,Fair (580-669),High (36-50%),0,0,45.99,22.1,23738.0,2022,2022-03,0,0,4,Medium Risk
108636,26,83200.0,Business Owner,654,49.6,Auto Loan,739000.0,11.2,240,South,Bengaluru,0,0,258400.0,0,Active,2021-06-28,2022-01-13,26-35,<3L,Fair (580-669),High (36-50%),0,0,8.88,35.0,7729.0,2021,2021-06,0,0,4,Medium Risk
102739,59,18600.0,Business Owner,900,33.1,Home Loan,3686000.0,7.91,120,North,Chandigarh,0,0,1005400.0,0,Active,2021-05-10,2022-07-10,56-65,<3L,Excellent (800-900),Moderate (20-36%),0,0,198.17,27.3,44546.0,2021,2021-05,0,0,1,Low Risk
115934,48,67700.0,Business Owner,692,38.5,Credit Card,20000.0,13.07,24,Central,Raipur,1,2,5200.0,0,Active,2024-11-11,2026-09-20,46-55,<3L,Good (670-739),High (36-50%),0,0,0.3,26.0,951.0,2024,2024-11,0,0,5,Medium Risk
114273,23,74100.0,Unemployed,610,57.4,Auto Loan,1038000.0,14.26,24,Central,Nagpur,0,2,363400.0,0,Active,2021-03-06,2022-10-27,18-25,<3L,Fair (580-669),Very High (>50%),0,0,14.01,35.0,49965.0,2021,2021-03,0,0,5,Medium Risk
102607,33,44500.0,Business Owner,519,43.5,Education Loan,1176000.0,17.02,24,North,Hyderabad,1,3,865200.0,63,Default,2024-05-04,2025-10-09,26-35,<3L,Poor (300-579),High (36-50%),1,1,26.43,73.6,58155.0,2024,2024-05,1,0,8,High Risk
114982,36,43100.0,Self-Employed,728,15.0,Business Loan,2918000.0,11.38,36,South,Bengaluru,0,3,1036200.0,0,Active,2023-07-11,2025-02-28,36-45,<3L,Good (670-739),Low (<20%),0,0,67.7,35.5,96058.0,2023,2023-07,0,0,2,Low Risk
112953,65,122100.0,Business Owner,865,37.0,Home Loan,4341000.0,14.35,60,Central,Raipur,0,2,2435800.0,0,Active,2021-04-10,2023-04-16,56-65,<3L,Excellent (800-900),High (36-50%),0,0,35.55,56.1,101797.0,2021,2021-04,0,0,2,Low Risk
106612,52,126000.0,Salaried,612,31.6,Auto Loan,535000.0,11.37,120,North,Delhi,0,1,174300.0,0,Active,2023-12-27,2024-04-09,46-55,<3L,Fair (580-669),Moderate (20-36%),0,0,4.25,32.6,7482.0,2023,2023-12,0,0,3,Medium Risk
109012,24,205000.0,Salaried,687,20.5,Credit Card,220000.0,9.01,84,West,Mumbai,0,1,119900.0,0,Active,2024-11-21,2025-07-08,18-25,<3L,Good (670-739),Moderate (20-36%),0,0,1.07,54.5,3541.0,2024,2024-11,0,0,2,Low Risk
116985,30,39600.0,Business Owner,775,49.4,Education Loan,1212000.0,10.98,24,North,Chandigarh,0,3,0.0,0,Closed,2023-09-19,2024-03-03,26-35,<3L,Very Good (740-799),High (36-50%),0,0,30.61,0.0,56477.0,2023,2023-09,0,0,3,Medium Risk
102154,43,54350.0,Retired,819,28.5,Home Loan,2603000.0,13.46,24,Central,Nagpur,0,2,2237200.0,0,Active,2022-08-06,2023-11-25,36-45,<3L,Excellent (800-900),Moderate (20-36%),0,0,47.89,85.9,124315.0,2022,2022-08,0,0,1,Low Risk
102485,33,25600.0,Unemployed,538,33.4,Home Loan,2888000.0,12.76,24,Central,Nagpur,0,1,2678700.0,0,Active,2021-11-01,2022-06-27,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,112.81,92.8,136975.0,2021,2021-11,0,0,4,Medium Risk
108470,33,78200.0,Salaried,659,5.8,Personal Loan,533000.0,9.3,12,North,Chandigarh,0,2,0.0,0,Closed,2021-02-24,2022-02-06,26-35,<3L,Fair (580-669),Low (<20%),0,0,6.82,0.0,46686.0,2021,2021-02,0,0,2,Low Risk
111570,32,43700.0,Self-Employed,603,26.5,Home Loan,3075000.0,11.36,60,East,Kolkata,0,2,0.0,0,Closed,2023-11-15,2024-08-18,26-35,<3L,Fair (580-669),Moderate (20-36%),0,0,70.37,0.0,67411.0,2023,2023-11,0,0,3,Medium Risk
119612,43,133300.0,Self-Employed,819,32.8,Credit Card,151000.0,8.26,120,Central,Bhopal,0,1,0.0,0,Closed,2023-03-31,2024-02-11,36-45,<3L,Excellent (800-900),Moderate (20-36%),0,0,1.13,0.0,1853.0,2023,2023-03,0,0,1,Low Risk
107349,29,26300.0,Salaried,812,41.1,Auto Loan,1182000.0,11.17,36,North,Lucknow,0,1,462800.0,0,Active,2023-06-04,2024-10-27,26-35,<3L,Excellent (800-900),High (36-50%),0,0,44.94,39.2,38792.0,2023,2023-06,0,0,2,Low Risk
112579,25,54700.0,Self-Employed,557,22.9,Home Loan,3260000.0,15.85,12,East,Bhubaneswar,0,3,2487100.0,0,Active,2024-12-28,2026-04-22,18-25,<3L,Poor (300-579),Moderate (20-36%),0,0,59.6,76.3,295551.0,2024,2024-12,0,0,5,Medium Risk
101545,33,94500.0,Unemployed,520,34.6,Home Loan,3845000.0,14.87,48,East,Bhubaneswar,0,1,2273500.0,0,Active,2024-06-06,2026-07-03,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,40.69,59.1,106756.0,2024,2024-06,0,0,4,Medium Risk
113570,18,97700.0,Unemployed,678,43.2,Personal Loan,444000.0,10.9,120,West,Pune,0,3,161900.0,0,Active,2022-01-19,2022-11-26,18-25,<3L,Good (670-739),High (36-50%),0,0,4.54,36.5,6091.0,2022,2022-01,0,0,4,Medium Risk
110218,18,66100.0,Business Owner,509,33.1,Credit Card,152000.0,17.35,120,North,Delhi,0,2,96000.0,0,Active,2023-11-24,2025-07-25,18-25,<3L,Poor (300-579),Moderate (20-36%),0,0,2.3,63.2,2676.0,2023,2023-11,0,0,4,Medium Risk
108400,40,47900.0,Salaried,675,36.0,Auto Loan,689000.0,12.19,120,North,Lucknow,2,4,479400.0,0,Active,2024-05-10,2025-10-26,36-45,<3L,Good (670-739),Moderate (20-36%),0,0,14.38,69.6,9961.0,2024,2024-05,0,0,6,High Risk
118389,30,104100.0,Business Owner,645,41.0,Auto Loan,873000.0,6.0,12,South,Bengaluru,0,1,195100.0,0,Active,2022-08-15,2023-10-09,26-35,<3L,Fair (580-669),High (36-50%),0,0,8.39,22.3,75136.0,2022,2022-08,0,0,4,Medium Risk
116559,50,54450.0,Salaried,477,23.2,Credit Card,195000.0,12.36,180,East,Patna,0,1,0.0,0,Closed,2021-05-20,2022-10-20,46-55,<3L,Poor (300-579),Moderate (20-36%),0,0,3.58,0.0,2386.0,2021,2021-05,0,0,4,Medium Risk
105014,37,132000.0,Salaried,700,16.6,Credit Card,191000.0,12.54,60,Central,Raipur,1,2,0.0,0,Closed,2023-05-24,2024-04-14,36-45,<3L,Good (670-739),Low (<20%),0,0,1.45,0.0,4301.0,2023,2023-05,0,0,3,Medium Risk
113023,38,40000.0,Salaried,619,51.1,Auto Loan,316000.0,9.92,48,Central,Nagpur,0,1,281800.0,0,Active,2024-11-22,2025-11-10,36-45,<3L,Fair (580-669),Very High (>50%),0,0,7.9,89.2,8002.0,2024,2024-11,0,0,5,Medium Risk
112357,34,54450.0,Salaried,445,24.9,Personal Loan,354000.0,14.26,48,West,Mumbai,0,0,122300.0,0,Active,2022-09-10,2024-01-25,26-35,<3L,Poor (300-579),Moderate (20-36%),0,0,6.5,34.5,9720.0,2022,2022-09,0,0,4,Medium Risk
100972,32,51300.0,Unemployed,695,28.4,Credit Card,141000.0,13.62,120,South,Chennai,0,1,82400.0,0,Active,2024-07-05,2024-12-27,26-35,<3L,Good (670-739),Moderate (20-36%),0,0,2.75,58.4,2157.0,2024,2024-07,0,0,2,Low Risk
109307,50,61200.0,Salaried,754,38.1,Education Loan,1208000.0,11.94,12,North,Delhi,0,1,1088100.0,0,Active,2024-03-13,2024-09-14,46-55,<3L,Very Good (740-799),High (36-50%),0,0,19.74,90.1,107295.0,2024,2024-03,0,0,2,Low Risk
115380,26,53700.0,Self-Employed,776,18.2,Personal Loan,334000.0,13.06,84,West,Ahmedabad,3,2,45500.0,0,Active,2023-03-29,2023-09-08,26-35,<3L,Very Good (740-799),Low (<20%),0,0,6.22,13.6,6087.0,2023,2023-03,0,0,3,Medium Risk
107992,40,40000.0,Unemployed,678,23.6,Personal Loan,384000.0,10.42,240,East,Bhubaneswar,0,1,0.0,0,Closed,2021-07-20,2022-04-28,36-45,<3L,Good (670-739),Moderate (20-36%),0,0,9.6,0.0,3813.0,2021,2021-07,0,0,2,Low Risk
116677,30,48400.0,Unemployed,526,19.7,Auto Loan,584000.0,8.21,84,Central,Bhopal,0,1,378800.0,8,Delinquent,2022-08-20,2024-05-24,26-35,<3L,Poor (300-579),Low (<20%),1,0,12.07,64.9,9164.0,2022,2022-08,0,0,3,Medium Risk
106524,50,82800.0,Salaried,691,50.9,Personal Loan,135000.0,10.55,24,West,Pune,0,0,94700.0,0,Active,2023-07-15,2024-09-11,46-55,<3L,Good (670-739),Very High (>50%),0,0,1.63,70.1,6264.0,2023,2023-07,0,0,4,Medium Risk
118754,39,40500.0,Salaried,551,30.2,Business Loan,1577000.0,12.94,36,West,Mumbai,0,4,276800.0,83,Delinquent,2023-07-20,2023-09-04,36-45,<3L,Poor (300-579),Moderate (20-36%),1,0,38.94,17.6,53090.0,2023,2023-07,1,0,5,Medium Risk
103817,35,44400.0,Salaried,580,19.3,Auto Loan,926000.0,6.0,240,South,Chennai,3,2,391500.0,0,Active,2024-10-29,2026-11-18,26-35,<3L,Fair (580-669),Low (<20%),0,0,20.86,42.3,6634.0,2024,2024-10,0,0,5,Medium Risk
112164,41,54450.0,Salaried,612,63.6,Personal Loan,613000.0,15.23,180,East,Bhubaneswar,0,1,368300.0,0,Active,2022-09-01,2023-08-06,36-45,<3L,Fair (580-669),Very High (>50%),0,0,11.26,60.1,8676.0,2022,2022-09,0,0,5,Medium Risk
108382,44,67600.0,Self-Employed,696,34.9,Auto Loan,966000.0,11.92,60,North,Delhi,3,2,406700.0,0,Active,2021-01-15,2021-12-02,36-45,<3L,Good (670-739),Moderate (20-36%),0,0,14.29,42.1,21449.0,2021,2021-01,0,0,5,Medium Risk
100398,56,41000.0,Salaried,725,59.1,Home Loan,4446000.0,16.16,60,East,Patna,0,1,2552300.0,0,Active,2023-08-11,2024-11-07,56-65,<3L,Good (670-739),Very High (>50%),0,0,108.44,57.4,108496.0,2023,2023-08,0,0,4,Medium Risk
120986,41,68100.0,Salaried,745,34.9,Auto Loan,863000.0,8.71,84,East,Kolkata,0,2,691100.0,0,Active,2022-01-09,2024-02-06,36-45,<3L,Very Good (740-799),Moderate (20-36%),0,0,12.67,80.1,13758.0,2022,2022-01,0,0,1,Low Risk
120079,37,54450.0,Salaried,594,34.9,Auto Loan,533000.0,7.1,180,West,Pune,0,2,378300.0,0,Active,2024-12-06,2026-06-10,36-45,<3L,Fair (580-669),Moderate (20-36%),0,0,9.79,71.0,4821.0,2024,2024-12,0,0,3,Medium Risk
